,pace_lap,num_laps,num_stints,overall_speed,pace_s1,pace_s2,pace_s3,soft_fastest_lap,medium_fastest_lap,GridPosition_std,GridPosition,Position_std,Position,points finish?,finish?,top six finish?,places made
TSU_2021_Singapore,-0.566915517,-2.333383173,-1.648134822,1.03864437,-0.415110376,-0.84078074,-0.58617683,-0.399450896,-0.213694492,-0.929669681,16,0.76063883,6,1,1,1,10
STR_2021_Singapore,0.106040596,0.771258304,-0.198386599,-0.050067462,0.182834294,-0.05269936,0.250792302,0.101080562,0.24783585,-0.253546277,12,-1.436762234,19,0,0,0,-7
LEC_2021_Singapore,0.610467113,0.522886986,0.671462335,0.220191279,0.485618664,0.835357162,0.194266716,0.746534754,1.061561256,0.591607979,7,-1.267731383,18,0,0,0,-11
ALO_2021_Singapore,0.095870707,0.398701327,-1.068235533,-0.950446241,-0.434715119,0.231147143,0.213345212,0.171715172,0.481019944,0.253546277,9,1.098700532,4,1,1,1,5
PER_2021_Singapore,0.603566117,-1.215712242,-0.198386599,1.142770906,1.146734172,0.404370689,0.827938956,0.376311972,0.826442025,1.098700532,4,-1.098700532,17,0,0,0,-13
GAS_2021_Singapore,0.371256785,0.895443963,-0.198386599,-0.539945203,0.192636666,0.366210057,0.359539723,0.024356762,0.833215007,0.929669681,5,0.929669681,5,1,1,1,0
MAZ_2021_Singapore,-3.04473644,-0.222226969,-1.068235533,-0.882462686,-2.352712503,-2.698074451,-2.89644945,-2.192108578,-2.412978495,-1.436762234,19,-0.591607979,14,0,0,0,5
LAT_2021_Singapore,-0.287969978,0.522886986,0.96141198,-0.194332741,-0.326889031,-0.414689406,-0.335272438,-0.837872612,-0.422689365,-1.267731383,18,0.591607979,7,1,1,0,11
VET_2021_Singapore,0.136201583,0.398701327,-0.198386599,0.134518312,-0.141950953,-0.027830633,0.3290585,-0.115694619,0.228484473,0.084515426,10,-1.605793085,20,0,0,0,-10
NOR_2021_Singapore,0.342563169,-0.470598287,-0.778285888,-0.14633222,-0.302927676,0.463398186,0.480444139,0.439639554,0.333949478,0.76063883,6,-0.76063883,15,0,0,0,-9
GIO_2021_Singapore,-0.468412874,-2.209197514,-0.778285888,0.743421026,-0.319700625,-0.586090675,-0.679350875,-1.193481337,-0.777787134,1.774823936,0,-0.422577128,13,0,1,0,-13
VER_2022_Singapore,1.236132421,-1.507972778,-1.261228637,1.412545206,1.424275381,1.162519096,1.158868313,1.068984458,0.770600466,0.422577128,8,0.591607979,7,1,1,0,1
SAI_2022_Singapore,1.376010754,0.85233244,0.840819091,0.185851569,1.185848026,1.602781068,1.250245367,1.36552366,1.378300927,1.098700532,4,1.267731383,3,1,1,1,1
MSC_2022_Singapore,-1.104791805,0.85233244,-0.210204773,-1.026269619,-1.218553943,-1.347021807,-1.505420499,-1.290207951,-1.960725886,-0.253546277,12,-0.422577128,13,0,1,0,-1
HAM_2022_Singapore,0.684770506,-0.196692102,-0.210204773,-1.300629585,1.678104874,0.7780247,0.345577523,0.975386539,1.114057045,1.267731383,3,0.253546277,9,1,1,0,-6
OCO_2022_Singapore,0.769153985,0.590076305,-0.735716705,-0.50688152,0.634039942,0.196251844,0.647133471,0.643857461,0.353373283,-1.098700532,17,-0.929669681,16,0,0,0,1
ZHO_2022_Singapore,-0.791777353,1.114588575,1.891842955,-0.562473341,-0.185164863,-1.053487346,-0.262990155,-0.3288611,-0.542758143,-0.591607979,14,-1.605793085,20,0,0,0,-6
ALB_2022_Singapore,-1.338085389,0.85233244,0.840819091,0.054487286,-0.34697074,-1.699033664,-1.063539671,-0.871204182,-0.746534318,-1.267731383,18,-1.098700532,17,0,0,0,1
TSU_2022_Singapore,-0.269923572,-0.327820169,-1.261228637,0.536816385,-0.825437944,-0.357716666,0.047289209,-1.690842034,0.181040317,0.084515426,10,-0.76063883,15,0,0,0,-5
MAG_2022_Singapore,0.289155019,0.590076305,-0.210204773,-0.345900208,-0.145130419,-0.038628687,-0.250298897,-0.239636915,-0.482895113,0.253546277,9,-0.253546277,12,0,1,0,-3
STR_2022_Singapore,-0.543252263,-1.245716643,-0.735716705,0.624898311,-0.617703666,-0.21759789,-0.542635449,0.145251724,0.221553681,-0.084515426,11,0.76063883,6,1,1,1,5
LEC_2022_Singapore,1.678917447,-1.507972778,-0.735716705,1.483645615,1.337311671,1.636781812,1.821877109,1.183576303,1.589333226,1.605793085,1,1.436762234,2,1,1,1,-1
ALO_2022_Singapore,0.976754299,-1.245716643,-1.786740569,0.13187457,0.381155706,0.848727182,1.310725773,0.549384795,0.68896906,0.929669681,5,-1.267731383,18,0,0,0,-13
PER_2022_Singapore,-0.026033145,-1.901356981,-0.735716705,1.42174651,-0.267179868,0.940084322,0.145318232,0.270340532,0.09759488,1.436762234,2,1.605793085,1,1,1,1,1
GAS_2022_Singapore,-0.307963522,1.245716643,-0.210204773,0.153528244,-0.088581767,-0.594602135,0.33192348,-0.28075002,0.200389983,0.591607979,7,0.084515426,10,1,1,0,-3
LAT_2022_Singapore,-1.759839757,-0.327820169,0.840819091,0.88273014,-1.705639675,-1.268110422,-1.557936048,-2.103722575,-1.945004282,-1.436762234,19,-1.436762234,19,0,0,0,0
VET_2022_Singapore,-0.552158269,0.721204372,-0.210204773,-0.903811958,0.020178471,-0.370162421,-1.129059071,-0.0883057,0.094571495,-0.422577128,13,0.422577128,8,1,1,0,5
NOR_2022_Singapore,-0.137761914,-0.196692102,1.366331023,-0.738040512,-1.385364125,-0.065903426,0.020447929,0.11813457,-0.816676859,0.76063883,6,1.098700532,4,1,1,1,2
RIC_2022_Singapore,-1.325695233,0.065564034,0.315307159,-0.364168587,-1.086773899,-1.140792995,-1.541131072,-1.136252495,-1.284092238,-0.929669681,16,0.929669681,5,1,1,1,11
RUS_2022_Singapore,1.175159814,0.721204372,0.840819091,-0.873835356,1.264137606,0.86302656,0.690604675,1.082105662,0.979214057,1.774823936,0,-0.591607979,14,0,1,0,-14
BOT_2022_Singapore,-0.028772021,0.85233244,1.366331023,-0.266113151,-0.052550768,0.124860873,0.082999782,0.62723727,0.109688422,-0.76063883,15,-0.084515426,11,0,1,0,4
RIC_2019_Spain,-0.506265801,-0.084150432,0.018761189,0.047609891,-0.822351244,-0.652333662,-0.06045694,-0.829023339,0.260215282,-0.422577128,13,-0.253546277,12,0,1,0,1
BOT_2019_Spain,1.909771308,-1.556782984,-1.482133937,-1.49511056,0.69194717,1.875383261,1.860015858,1.069871579,1.573795619,1.605793085,1,1.436762234,2,1,1,1,-1
RUS_2019_Spain,-1.587394041,-0.084150432,0.769208752,-0.338829353,-2.110394984,-1.490765565,-0.868687645,-1.339659356,-2.064787318,-1.436762234,19,-1.098700532,17,0,1,0,2
SAI_2019_Spain,-0.560701556,1.5988582,0.393984971,1.411290595,0.11291131,-0.654145089,-0.5174533,0.147161735,-0.107679475,-0.253546277,12,0.422577128,8,1,1,0,4
HAM_2019_Spain,1.808202155,-0.610090629,0.018761189,0.371568783,1.036497435,1.668363038,1.709315868,1.651807902,1.781385137,1.436762234,2,1.605793085,1,1,1,1,1
VER_2019_Spain,0.521659549,-2.503475339,-1.106910156,-1.036578903,0.544077681,0.603761541,0.587498613,0.613759327,0.685773793,1.098700532,4,1.267731383,3,1,1,1,1
HUL_2019_Spain,-0.583841493,0.862541923,1.144432534,0.095812578,-1.33638742,-0.532089415,-0.281701208,-0.216679533,-0.164189955,1.774823936,0,-0.422577128,13,0,1,0,-13
KVY_2019_Spain,0.192484451,1.49367016,2.270103878,0.795718657,0.339740235,0.100184849,0.216787518,0.040211276,-0.381005673,0.253546277,9,0.253546277,9,1,1,0,0
ALB_2019_Spain,0.224918298,0.652165845,1.519656315,1.396380727,0.135498492,0.267094904,0.277937984,0.292907949,-1.424719638,-0.084515426,11,-0.084515426,11,0,1,0,0
MAG_2019_Spain,0.261904264,0.546977805,-0.731686374,-0.306925137,0.415349878,0.403814511,0.245077769,0.643118276,0.505862878,0.422577128,8,0.591607979,7,1,1,0,1
STR_2019_Spain,-0.605558894,0.021037608,-0.731686374,0.391824881,-0.262744189,-0.712369527,-0.411908903,-0.619316557,-0.419063752,-0.929669681,16,-1.436762234,19,0,0,0,-3
LEC_2019_Spain,1.099494143,-0.084150432,-0.356462592,0.42707423,1.144647938,1.155556696,0.744364429,1.095036393,,0.929669681,5,0.929669681,5,1,1,1,0
PER_2019_Spain,-0.288902123,0.126225647,-1.106910156,-0.279958388,0.114825476,-0.335420203,-0.266467996,-0.537530911,-0.166496505,-0.76063883,15,-0.76063883,15,0,1,0,0
GAS_2019_Spain,0.082474912,-0.39971455,-0.731686374,-0.286312771,-0.541734193,0.285640466,0.456021487,-0.099243735,0.584285584,0.76063883,6,0.76063883,6,1,1,1,0
GRO_2019_Spain,0.37836264,0.546977805,-0.731686374,-0.446711833,0.060845935,0.532857115,0.20938853,0.997522739,0.276361133,0.591607979,7,0.084515426,10,1,1,0,-3
RAI_2019_Spain,0.011253217,-0.820466708,0.393984971,-0.518406996,0.91303359,-0.222637311,0.033118505,0.182811888,0.164493448,-0.591607979,14,-0.591607979,14,0,1,0,0
VET_2019_Spain,1.089251875,-0.084150432,0.769208752,-0.140775241,1.460868511,1.112643127,0.657136154,1.018493418,0.753817024,1.267731383,3,1.098700532,4,1,1,1,-1
NOR_2019_Spain,-0.714335569,1.178106042,0.769208752,1.007539868,0.099512135,-0.74385385,-0.96325791,-0.941216468,0.222157203,0.084515426,10,-1.605793085,20,0,0,0,-10
KUB_2019_Spain,-2.067642585,-1.030842787,-1.106910156,-0.982395954,-2.274056359,-2.047649965,-2.813315965,-2.544424823,-1.948306533,-1.098700532,17,-1.267731383,18,0,1,0,-1
GIO_2019_Spain,-0.665134751,0.231413687,0.018761189,-0.112815074,0.277912602,-0.614034921,-0.813412847,-0.62560776,-0.131898252,-1.267731383,18,-0.929669681,16,0,1,0,2
RIC_2020_Spain,0.264020392,-0.482036727,0.147859217,0.854420169,0.511095459,-0.297800327,0.576745061,0.544281963,0.314707904,-0.422577128,13,-0.084515426,11,0,1,0,2
SAI_2020_Spain,-0.40863863,0.826348675,0.147859217,0.148884656,0.728144314,-0.38156176,-0.921058032,0.352182447,-0.318182002,0.591607979,7,0.76063883,6,1,1,1,1
HAM_2020_Spain,2.34703828,-0.154940377,-0.320361638,2.382251065,2.136539449,2.141296189,1.828763285,1.670978003,1.911282201,1.605793085,1,1.605793085,1,1,1,1,0
VER_2020_Spain,1.422773975,-1.790422129,-0.320361638,-0.695039818,0.659670575,1.341010322,1.442215719,0.721272529,1.273860864,1.267731383,3,1.436762234,2,1,1,1,1
OCO_2020_Spain,-0.312503731,1.480541376,1.552521783,-0.566387957,-1.690400066,-0.768806646,0.813182408,0.07482528,0.754256741,-0.76063883,15,-0.422577128,13,0,1,0,2
KVY_2020_Spain,-0.548305236,-0.809133078,-0.320361638,-0.215767201,0.581345647,-0.919091653,0.144559587,-0.29102717,-0.398237288,-0.253546277,12,-0.253546277,12,0,1,0,0
ALB_2020_Spain,0.194272669,-0.809133078,-0.788582493,-1.385919496,-0.123578647,0.297634209,0.118991362,0.001438948,0.189338305,0.76063883,6,0.422577128,8,1,1,0,-2
MAG_2020_Spain,-0.433285678,0.008607799,-1.256803348,-0.357833919,-1.0150293,-0.155770071,-0.785793876,-0.267284533,-0.523606887,-0.929669681,16,-0.76063883,15,0,1,0,1
STR_2020_Spain,-0.340174607,1.153445026,-1.256803348,-0.024733628,-0.031526677,-0.036318983,-0.639972517,0.068350015,0.894731111,0.929669681,5,1.098700532,4,1,1,1,1
LEC_2020_Spain,0.816296842,-0.645584902,1.084300928,-0.53119215,-1.036831082,0.737685219,0.776342169,0.434202465,0.431014641,0.253546277,9,-1.605793085,20,0,0,0,-11
PER_2020_Spain,-0.18042522,1.153445026,-1.256803348,0.189139782,1.777675194,-0.441287304,-0.517245039,0.298221908,1.154533173,1.098700532,4,0.929669681,5,1,1,1,-1
GAS_2020_Spain,0.10612524,0.008607799,0.147859217,0.365319263,0.750915065,-0.267755465,0.16352956,0.17411267,-1.080972938,0.084515426,10,0.253546277,9,1,1,0,1
GRO_2020_Spain,-0.549275141,-1.136229428,-1.725024203,-0.437732413,-0.508258983,-0.368208487,-0.421790332,0.25829111,-0.375580131,-1.098700532,17,-1.436762234,19,0,1,0,-2
RAI_2020_Spain,-1.100809898,-0.318488552,0.147859217,0.7681979,-0.457872642,-0.484442651,-1.379636511,-0.376284821,-0.919351888,-0.591607979,14,-0.591607979,14,0,1,0,0
LAT_2020_Spain,-1.80402099,-0.154940377,1.552521783,-0.093970036,-0.588683335,-1.739953698,-1.128902954,-0.844662293,-1.37702645,-1.436762234,19,-1.267731383,18,0,1,0,1
VET_2020_Spain,-0.099979993,-0.482036727,0.616080073,-0.877572748,-0.966580895,0.073056456,-0.285426469,0.422331147,-0.130882841,-0.084515426,11,0.591607979,7,1,1,0,4
NOR_2020_Spain,-0.227494235,2.298282252,1.552521783,0.112419991,-0.413576953,-0.348785547,-0.052838103,-0.144254506,0.021675346,0.422577128,8,0.084515426,10,1,1,0,-2
BOT_2020_Spain,1.766235155,0.335704149,-0.320361638,-0.535022436,0.617681951,2.25631642,1.761791032,1.713067223,1.000464509,1.436762234,2,1.267731383,3,1,1,1,-1
GIO_2020_Spain,-0.911849196,-0.482036727,0.616080073,0.900538974,-0.930729075,-0.637216221,-1.49345635,-0.587810131,-0.664081258,-1.605793085,20,-0.929669681,16,0,1,0,4
RIC_2021_Spain,-0.520208813,0.39305484,1.661409757,0.940232745,0.214221469,-0.502119771,-0.625016758,0.360170759,-0.029050072,0.591607979,7,0.76063883,6,1,1,1,1
BOT_2021_Spain,1.131885609,0.39305484,0.794587275,0.211163295,0.874920795,1.182771669,0.976093798,0.742127651,1.322948541,1.267731383,3,1.267731383,3,1,1,1,0
SAI_2021_Spain,0.353149424,0.201838972,1.661409757,-0.395325978,-0.445679596,0.58319826,0.424974691,0.600817592,0.771318421,0.76063883,6,0.591607979,7,1,1,0,-1
MSC_2021_Spain,-1.433899561,0.39305484,-0.939057689,-0.165855891,-1.244124398,-1.185638923,-1.703097865,-1.622367396,-1.851907672,-1.267731383,18,-1.267731383,18,0,1,0,0
HAM_2021_Spain,1.706871175,-0.180592764,0.794587275,1.585827406,1.429982737,1.57507628,1.87103033,1.07651482,1.284398682,1.605793085,1,1.605793085,1,1,1,1,0
VER_2021_Spain,1.360802837,-2.283967313,-0.072235207,1.928888318,1.9012266,1.412034389,0.964857935,1.405305552,1.129281394,1.436762234,2,1.436762234,2,1,1,1,0
OCO_2021_Spain,0.190082989,0.201838972,-1.37246893,-1.336175654,-0.660253877,-0.074754666,0.304750953,0.52246746,0.387655542,0.929669681,5,0.253546277,9,1,1,0,-4
TSU_2021_Spain,0.038292075,0.966702444,0.361176034,-0.759003808,0.383188068,0.200934351,-0.305637337,0.308403707,0.142588584,-0.929669681,16,-1.605793085,20,0,0,0,-4
STR_2021_Spain,-0.391628325,0.39305484,-1.37246893,-0.553666959,-0.711413944,-0.214081372,-0.421647626,-0.052566542,-0.033639341,-0.084515426,11,-0.084515426,11,0,1,0,0
LEC_2021_Spain,0.887912375,0.584270708,1.227998516,-0.080764313,1.111474039,0.874378647,1.065418913,0.74352676,0.793346912,1.098700532,4,1.098700532,4,1,1,1,0
ALO_2021_Spain,0.452255307,0.966702444,-0.939057689,-0.219945161,0.099696701,0.256875411,0.814971515,0.449713766,0.517072925,0.084515426,10,-1.098700532,17,0,1,0,-7
PER_2021_Spain,0.144453401,-2.283967313,-0.505646448,-0.51586654,-0.844281125,0.311382085,0.555423067,0.326592131,0.283938066,0.422577128,8,0.929669681,5,1,1,1,3
GAS_2021_Spain,0.170828886,1.34913418,-0.505646448,-0.404039965,-0.183422142,0.30564454,0.16643747,0.425928905,0.417026863,-0.253546277,12,0.084515426,10,1,1,0,2
MAZ_2021_Spain,-2.528174462,-0.754240368,-0.939057689,-0.169922105,-1.654150025,-2.423131666,-2.106465367,-1.955355456,-2.599040646,-1.605793085,20,-1.436762234,19,0,1,0,1
LAT_2021_Spain,-0.708793528,-0.5630245,-0.072235207,-0.179163792,-1.166515071,-1.181813894,-0.374456999,-0.773107933,-0.790868706,-1.436762234,19,-0.929669681,16,0,1,0,3
VET_2021_Spain,-0.536825368,0.010623104,-0.939057689,-0.398411625,-0.585748919,-0.431056185,-0.594679927,-0.150504207,-0.039146464,-0.422577128,13,-0.422577128,13,0,1,0,0
NOR_2021_Spain,-0.024679395,-0.5630245,0.361176034,0.211731317,0.452850204,0.057495737,-0.190188839,0.483292394,0.200413372,0.253546277,9,0.422577128,8,1,1,0,1
GIO_2021_Spain,-0.292324625,0.775486576,0.794587275,0.300298709,1.028028485,-0.747194892,-0.822767954,-0.395348369,-0.234649318,-0.591607979,14,-0.76063883,15,0,1,0,-1
RIC_2020_Turkey,-1.051621931,-0.938757136,-0.31887407,-0.408269371,-1.323056575,-0.680252923,-0.141407054,-0.636695052,-0.350438564,0.929669681,5,0.084515426,10,1,1,0,-5
SAI_2020_Turkey,-0.794085232,-1.766254166,-0.81167945,-0.549800924,-0.861244956,-0.301603859,-0.679618724,-0.526767951,1.068719446,-0.76063883,15,0.929669681,5,1,1,1,10
VER_2020_Turkey,1.628061751,0.361595341,1.159542071,0.245267427,1.569023827,1.582454129,1.943058623,1.622917569,1.088773155,1.436762234,2,0.76063883,6,1,1,1,-4
OCO_2020_Turkey,-0.314451948,-0.111260105,0.173931311,-1.527109227,-0.269827424,-0.393368648,-0.674722558,-0.446697594,-1.387143696,0.591607979,7,-0.084515426,11,0,1,0,-4
KVY_2020_Turkey,1.378902797,1.07087851,-1.30448483,0.659886189,1.10213824,1.096540056,0.933356468,0.700751337,-0.781951408,-0.929669681,16,-0.253546277,12,0,1,0,4
ALB_2020_Turkey,0.865470703,0.598023064,-0.31887407,0.178316577,0.98329093,1.09296058,0.315189469,0.921962663,1.318674604,1.098700532,4,0.591607979,7,1,1,0,-3
MAG_2020_Turkey,-1.842449235,-0.820543274,-0.31887407,0.349708078,-1.2780114,-1.915986572,-2.41491475,-1.415006066,-0.186069771,-0.422577128,13,-1.098700532,17,0,0,0,-4
STR_2020_Turkey,0.205559641,-0.820543274,-0.31887407,1.109750458,0.266042606,-0.100397452,-0.401305395,0.288185429,0.196741209,1.605793085,1,0.253546277,9,1,1,0,-8
LEC_2020_Turkey,1.115564708,1.307306233,2.637958212,-0.89564169,1.498658997,1.141056827,0.999354111,1.350814067,1.175433826,-0.253546277,12,1.098700532,4,1,1,1,8
PER_2020_Turkey,-0.109839873,-0.584115551,-0.81167945,1.125743015,-0.214592255,-0.542301352,-0.00977685,-0.259414386,0.259050947,1.267731383,3,1.436762234,2,1,1,1,1
GAS_2020_Turkey,0.100384205,0.834450787,-0.81167945,0.565866004,0.175898042,0.209823932,-0.081509539,0.527717939,-0.354019583,-1.436762234,19,-0.422577128,13,0,1,0,6
GRO_2020_Turkey,-0.903492569,-0.820543274,-0.31887407,-0.044537621,-0.908747268,-1.108552324,-1.1597731,-1.085224764,-1.959032503,-1.098700532,17,-1.267731383,18,0,0,0,-1
RAI_2020_Turkey,-0.984537751,1.189092372,0.666736691,-0.092024539,-1.268272968,-0.63748669,-0.643194045,-0.821264011,0.167734951,0.422577128,8,-0.76063883,15,0,1,0,-7
VET_2020_Turkey,0.28730028,1.780161679,1.652347452,-0.438388563,0.29555994,0.485459326,0.348100795,0.474790075,0.767913812,-0.084515426,11,1.267731383,3,1,1,1,8
NOR_2020_Turkey,0.661107621,-0.938757136,-0.31887407,-0.177753607,0.633705022,0.594679411,0.489476453,0.497861195,-0.953124138,-0.591607979,14,0.422577128,8,1,1,0,6
BOT_2020_Turkey,0.834488085,0.006953757,-0.31887407,0.94923095,0.738068246,0.902070027,1.091626916,1.232744219,0.874628192,0.253546277,9,-0.591607979,14,0,1,0,-5
GIO_2020_Turkey,-1.076361251,-0.347687828,-0.31887407,-1.050243155,-1.138633005,-1.425094469,0.086059179,-0.523375139,-1.055899396,0.084515426,10,-1.605793085,20,0,0,0,-10
