,pace_lap,num_laps,num_stints,overall_speed,pace_s1,pace_s2,pace_s3,soft_fastest_lap,medium_fastest_lap,GridPosition_std,GridPosition,Position_std,Position,points finish?,finish?,top six finish?,places made
BOT_2020_Britain,1.177693839,1.577638025,0.407259555,0.388982417,1.144142319,1.366246207,0.113067021,1.082295934,1.06555469,1.436762234,2,0.422577128,8,1,1,0,-6
SAI_2020_Britain,0.421484125,0.451746571,1.073684281,-0.650756758,0.400431915,-1.030784815,-0.899774278,0.448270367,0.260061757,-0.76063883,15,0.929669681,5,1,1,1,10
HAM_2020_Britain,1.235744208,0.952142773,0.407259555,0.444488,1.094693486,1.760212621,1.320303796,1.171266824,1.523940402,1.605793085,1,1.605793085,1,1,1,1,0
VER_2020_Britain,1.328348368,-1.299640135,-0.925589898,-0.025714291,1.340807379,1.474639085,1.47052733,1.398444922,1.232982879,1.267731383,3,1.436762234,2,1,1,1,1
OCO_2020_Britain,0.30002755,-0.423946782,-0.925589898,-1.782111426,0.52589066,0.094714397,0.536495008,0.244414736,0.21820471,0.591607979,7,0.253546277,9,1,1,0,-2
KVY_2020_Britain,-0.121390484,1.827836125,-0.259165171,-0.333907788,-0.297389973,-0.285160944,0.481075756,0.335977011,0.638816989,0.084515426,10,-0.084515426,11,0,1,0,-1
ALB_2020_Britain,0.60237322,-1.925135387,-0.925589898,1.345650218,1.015292796,0.381538623,0.689053622,0.825748804,0.52243398,1.098700532,4,1.267731383,3,1,1,1,1
MAG_2020_Britain,-0.685360183,-0.549045832,-1.592014624,0.698220771,-0.524402487,-0.908128152,-0.583954599,-0.678118377,-0.330020519,-1.267731383,18,-1.098700532,17,0,1,0,1
STR_2020_Britain,-0.077645385,0.326647521,-0.259165171,-0.105159014,0.330920988,-0.094556241,-0.543090685,0.271192382,0.207995674,-0.422577128,13,-1.436762234,19,0,0,0,-6
LEC_2020_Britain,-0.262940089,-0.173748681,2.406533734,-0.429321477,-0.213298706,-0.181478989,-0.466033018,-0.180572429,-0.516845876,-0.253546277,12,0.084515426,10,1,1,0,2
PER_2020_Britain,0.448608851,-0.048649631,-0.259165171,-0.770893451,-0.053932191,0.717556536,0.841612232,0.49318771,1.007363185,0.929669681,5,-1.267731383,18,0,0,0,-13
GAS_2020_Britain,0.245000638,1.327439924,0.407259555,-0.342489109,0.347874873,0.32379857,0.106061779,0.433585852,0.713342951,0.422577128,8,0.76063883,6,1,1,1,2
GRO_2020_Britain,-1.58885543,-0.048649631,-0.259165171,-0.313876734,-1.254267216,-1.624980266,-2.117268727,-0.585692307,-0.605664488,-1.436762234,19,-1.605793085,20,0,0,0,-1
LAT_2020_Britain,-2.702055166,0.451746571,-0.925589898,0.44039422,-2.645842059,-1.63915472,-1.620230101,-0.814597995,,-1.605793085,20,-0.591607979,14,0,1,0,6
VET_2020_Britain,-0.657371612,-0.173748681,1.073684281,-0.760074176,-0.381142163,-0.813701282,-0.831473164,0.099297167,-0.522971297,-0.084515426,11,-0.422577128,13,0,1,0,-2
NOR_2020_Britain,0.492492165,-1.049442034,0.407259555,0.738144412,0.766635821,0.657106663,0.02199887,0.351525322,-0.884371169,0.253546277,9,1.098700532,4,1,1,1,5
GIO_2020_Britain,-0.500929323,-0.298847732,1.073684281,0.801393271,-0.75469275,-0.662368151,0.105283421,0.003415917,-1.815435244,-0.929669681,16,-0.929669681,16,0,1,0,0
VER_2022_Britain,1.419416923,-0.631045517,-0.104340633,1.663206866,0.726026166,1.284824018,0.571278749,1.801130773,1.237613811,1.436762234,2,-1.436762234,19,0,0,0,-17
SAI_2022_Britain,1.36458408,0.858635704,1.30425791,-0.419898025,1.19136301,1.225924818,0.163637436,1.036252667,1.028807263,1.267731383,3,1.436762234,2,1,1,1,1
MSC_2022_Britain,0.084962018,0.672425551,-0.573873481,0.669929911,-0.345628279,-0.084582388,1.293587914,0.296259294,-0.103194903,-0.253546277,12,-0.084515426,11,0,1,0,1
HAM_2022_Britain,0.777652077,-1.003465823,-0.104340633,-1.07554937,0.906642083,1.001371617,1.03704725,0.249109274,0.504857499,0.929669681,5,1.267731383,3,1,1,1,2
OCO_2022_Britain,0.26241244,-0.81725567,-0.104340633,-0.507780855,0.170067794,0.035976913,-0.601816523,-0.063914472,0.339552315,-0.084515426,11,0.591607979,7,1,1,0,4
HUL_2022_Britain,-1.836361862,1.603476315,-0.104340633,-0.37462899,-1.916735905,-1.311342292,-1.304412011,-0.864155093,-1.294165584,-1.098700532,17,-1.098700532,17,0,1,0,0
ZHO_2022_Britain,-0.12519903,0.858635704,0.365192215,-0.346406982,0.173642484,-0.529394055,0.083430928,-0.74497032,0.331818739,-0.76063883,15,0.084515426,10,1,1,0,5
ALB_2022_Britain,-0.887186457,-1.189675975,0.834725063,0.500501759,-0.388712701,-1.312262592,-0.574217374,-1.8647833,-1.219729916,-0.591607979,14,-0.422577128,13,0,1,0,1
MAG_2022_Britain,0.684215654,-0.258625212,0.834725063,0.300495575,1.061858887,0.225251948,1.317419564,0.167906461,0.318284981,0.591607979,7,0.929669681,5,1,1,1,2
STR_2022_Britain,-0.390618348,0.113795093,-1.043406328,-1.287679348,-0.59566844,-0.247935638,-0.41913644,-0.797359231,-0.608777424,-1.436762234,19,-0.253546277,12,0,1,0,7
LEC_2022_Britain,1.765588629,-0.444835365,1.773790758,0.133136854,2.017618118,1.560914019,1.625829103,1.687184891,1.720962301,1.605793085,1,1.605793085,1,1,1,1,0
ALO_2022_Britain,0.038070484,-1.375886128,-0.573873481,0.379616001,-0.257578019,0.666382415,-0.659906161,0.568681633,0.511624377,0.422577128,8,0.253546277,9,1,1,0,-1
PER_2022_Britain,-0.228089392,0.486215399,-0.104340633,-0.259995407,-0.404234381,0.795224416,0.842538959,0.681317792,0.58122656,1.098700532,4,-1.267731383,18,0,0,0,-14
GAS_2022_Britain,-0.471055606,0.858635704,-0.573873481,0.17839305,0.801909938,-0.879108056,-0.448575532,-0.405752119,-0.003625114,0.084515426,10,-1.605793085,20,0,0,0,-10
LAT_2022_Britain,-1.292602844,-0.631045517,0.834725063,1.051710967,-1.13782976,-1.663817194,-0.827428614,-1.538662327,-1.534873132,-1.605793085,20,-0.929669681,16,0,1,0,4
NOR_2022_Britain,-0.059494159,1.231056009,-1.043406328,-0.630444125,-0.81046341,0.229546681,-2.018009608,0.040863351,-1.368601252,-0.422577128,13,-0.76063883,15,0,1,0,-2
RIC_2022_Britain,-1.545022997,-1.562096281,-2.452004871,0.814747673,-1.351056886,-1.334349792,-0.687242462,-1.119551036,-1.858716621,-1.267731383,18,-0.591607979,14,0,1,0,4
RUS_2022_Britain,0.438728389,1.231056009,0.834725063,-0.789355553,0.158779299,0.337375164,0.605974822,1.024465162,0.03987625,0.253546277,9,1.098700532,4,1,1,1,5
VER_2022_Canada,1.923001401,-0.662206879,0.519462482,-0.090202776,1.935875206,1.975345953,2.104780861,1.568700344,1.539835617,1.605793085,1,1.605793085,1,1,1,1,0
SAI_2022_Canada,0.858574626,0.85484888,2.389527416,-0.486973842,0.373473015,1.298582736,1.174795947,1.237580144,1.193025793,1.267731383,3,1.436762234,2,1,1,1,1
MSC_2022_Canada,-0.247824367,0.204682126,-0.883086219,-0.281084174,-0.720666036,0.002001634,-0.510408367,-0.475415025,-2.674475405,0.76063883,6,-1.436762234,19,0,0,0,-13
HAM_2022_Canada,-0.050776341,-1.312373632,1.454494949,-0.421361455,0.244912246,-0.448998358,-0.074220752,-0.335608718,0.74560301,1.098700532,4,1.267731383,3,1,1,1,1
OCO_2022_Canada,-0.275338401,-0.337123502,0.051946248,0.465079772,-0.140998809,-0.655791504,0.128051298,0.108828172,-0.287966487,0.591607979,7,0.76063883,6,1,1,1,1
ZHO_2022_Canada,-0.840099011,-0.012040125,0.519462482,-0.495976917,-0.755574172,-0.609233372,-1.42089036,-0.490131479,0.353060023,0.084515426,10,0.422577128,8,1,1,0,2
ALB_2022_Canada,-1.629071743,-0.012040125,0.051946248,1.224110426,-1.139803872,-0.920916326,-2.082329771,-1.439342719,-0.451081437,-0.253546277,12,-0.422577128,13,0,1,0,-1
TSU_2022_Canada,-0.308026944,2.263543512,0.986978715,0.073559883,-0.406412739,-0.152075407,0.104417682,-0.550468937,0.426233084,-1.605793085,20,-1.267731383,18,0,0,0,2
MAG_2022_Canada,0.155589423,0.638126628,-0.883086219,0.038988034,0.099564323,-0.025438052,0.728979823,-0.450397054,-1.276565039,0.929669681,5,-1.098700532,17,0,1,0,-12
STR_2022_Canada,-0.405396839,1.396654508,0.519462482,0.730625666,-0.079615998,0.147103799,-0.49941204,-0.298817585,0.012347954,-1.098700532,17,0.084515426,10,1,1,0,7
ALO_2022_Canada,0.296778127,-0.662206879,-1.350602452,-0.047102812,0.739711066,0.363749252,0.411830707,0.956495885,0.778378444,1.436762234,2,0.253546277,9,1,1,0,-7
PER_2022_Canada,-0.379079802,-0.553845753,-0.883086219,0.336412005,0.566771673,-0.808870779,-0.515205505,0.038189196,0.680052142,-0.422577128,13,-1.605793085,20,0,0,0,-7
GAS_2022_Canada,0.855909725,0.529765503,-0.883086219,0.026124268,0.429289431,0.583124773,0.300290611,0.462023053,0.53218158,-0.76063883,15,-0.591607979,14,0,1,0,1
LAT_2022_Canada,-2.294853289,-0.553845753,0.051946248,0.665574128,-2.726816376,-2.506611237,0.482511497,-1.936758842,-1.019697104,-1.267731383,18,-0.929669681,16,0,1,0,2
VET_2022_Canada,1.424874543,0.963210005,0.519462482,-0.60843047,-0.019620975,0.851882163,1.237408155,1.105132064,-0.061587327,-0.929669681,16,-0.253546277,12,0,1,0,4
NOR_2022_Canada,0.347333216,-1.962540386,-1.350602452,-0.495274378,1.382743655,0.100940853,-0.361462316,0.303085357,0.471966248,-0.591607979,14,-0.76063883,15,0,1,0,-1
RIC_2022_Canada,0.629796761,-0.228762376,-0.415569985,-0.566793581,0.246513536,1.125640911,-1.156701892,0.235389671,0.561145917,0.253546277,9,-0.084515426,11,0,1,0,-2
RUS_2022_Canada,-0.061391088,-0.553845753,-0.415569985,-0.067273777,-0.029345175,-0.320437038,-0.052435577,0.326631682,0.398793186,0.422577128,8,1.098700532,4,1,1,1,4
RIC_2019_China,-0.572966131,-0.182419133,0.160014224,1.231503808,-0.623121397,-0.777783976,-0.409032232,0.129789486,0.265066808,0.591607979,7,0.591607979,7,1,1,0,0
BOT_2019_China,1.796757936,0.68407175,0.160014224,-0.027662545,1.374290775,1.606694118,2.056369842,1.764778742,1.609934296,1.605793085,1,1.436762234,2,1,1,1,-1
RUS_2019_China,-1.050192925,0.931640574,0.666725934,-0.251171578,-0.946053054,-1.263280465,-1.010937035,-1.811353138,-2.206177085,-1.098700532,17,-0.929669681,16,0,1,0,1
SAI_2019_China,-0.067942969,0.312718514,0.666725934,0.052769698,0.133453617,-0.036807692,-0.313530005,0.341491282,-0.134003663,-0.591607979,14,-0.591607979,14,0,1,0,0
HAM_2019_China,1.279678518,-0.182419133,-0.346697486,0.499849936,1.20402756,1.090641907,1.32926884,0.832205189,1.178938187,1.436762234,2,1.605793085,1,1,1,1,1
VER_2019_China,1.111560728,-1.544047665,-1.360120905,0.663153003,1.050547048,1.089510211,0.461723382,0.982024922,0.867663219,0.929669681,5,1.098700532,4,1,1,1,1
HUL_2019_China,0.470904688,-0.058634721,0.160014224,-0.147760571,0.215742991,0.28148109,0.677606572,0.522794872,0.15731778,0.422577128,8,-1.605793085,20,0,0,0,-12
KVY_2019_China,0.277837146,-1.791616489,-0.346697486,1.279001619,0.358666643,0.252622907,0.12947193,-0.258873299,-0.039224427,-0.084515426,11,-1.436762234,19,0,0,0,-8
ALB_2019_China,0.223081651,0.436502926,0.160014224,0.40372019,0.176763813,-0.105558069,0.387087186,-0.156822177,-0.286648119,1.774823936,0,0.084515426,10,1,1,0,-10
MAG_2019_China,-0.864708385,1.179209398,-0.346697486,-0.336405066,-1.080314669,-0.922317395,-0.844811309,-0.360924421,-0.588944001,0.253546277,9,-0.422577128,13,0,1,0,-4
STR_2019_China,-0.33050143,0.560287338,-1.360120905,-1.031621241,-0.248758877,-0.283233939,-0.498114143,-0.351153569,-0.058180274,-0.929669681,16,-0.253546277,12,0,1,0,4
LEC_2019_China,1.289390502,-2.658107373,0.160014224,-0.266692455,1.543200545,1.608957503,0.780131023,1.310976943,1.237801081,1.098700532,4,0.929669681,5,1,1,1,-1
PER_2019_China,-0.296844383,0.065149691,-1.360120905,-0.477049308,-0.645047184,-0.295682568,-0.137773802,-0.35658182,-0.411357641,-0.253546277,12,0.422577128,8,1,1,0,4
GAS_2019_China,-0.541820803,-0.306203545,-1.360120905,-0.594118858,-0.216276229,0.138887716,-0.470025254,0.000597108,0.081494391,0.76063883,6,0.76063883,6,1,1,1,0
GRO_2019_China,-1.010818725,0.436502926,-0.853409195,-0.071239151,-1.498876789,-1.429154387,-1.719360748,-1.141506941,-0.362471508,0.084515426,10,-0.084515426,11,0,1,0,-1
RAI_2019_China,-0.110725933,0.560287338,1.680149353,-0.036331705,-0.527297585,-0.439124712,0.345555755,0.227498007,-0.058180274,-0.422577128,13,0.253546277,9,1,1,0,4
VET_2019_China,1.314842597,-0.058634721,1.680149353,-0.044754703,1.74351021,1.338482771,0.818051025,1.33920385,1.493206183,1.267731383,3,1.267731383,3,1,1,1,0
NOR_2019_China,-1.147312764,0.68407175,1.680149353,-0.04738968,-0.569254336,-0.116875002,0.448481476,0.173215495,-1.310263877,-0.76063883,15,-1.267731383,18,0,0,0,-3
KUB_2019_China,-1.770219317,0.931640574,0.160014224,-0.797801393,-1.445203082,-1.737460017,-2.030162503,-1.808096187,-1.435971076,-1.267731383,18,-1.098700532,17,0,1,0,1
RIC_2019_France,-0.012094998,-0.387250331,-0.026892043,0.112875095,-0.344596787,0.170323927,0.16550673,0.266769761,,0.422577128,8,-0.084515426,11,0,1,0,-3
BOT_2019_France,1.604139556,0.415413992,-0.026892043,0.05523703,1.39383898,1.198300776,1.850993584,1.323891281,1.501747696,1.436762234,2,1.436762234,2,1,1,1,0
SAI_2019_France,-0.1129012,-0.253472944,0.484056782,0.412331608,0.03328417,-0.163136125,-0.122743624,0.212079969,-1.045973555,0.76063883,6,0.76063883,6,1,1,1,0
HAM_2019_France,1.59906191,-0.92235988,-0.026892043,0.42884961,1.412786508,1.490896492,1.763955877,1.297511499,1.353273576,1.605793085,1,1.605793085,1,1,1,1,0
VER_2019_France,0.741006154,-0.92235988,-0.537840869,0.108245921,0.986568981,0.491400847,0.673134761,0.436629823,0.935653144,1.098700532,4,1.098700532,4,1,1,1,0
HUL_2019_France,-0.08801078,0.682968766,-0.026892043,0.136133138,-0.377449357,0.23371377,-0.01853371,0.124576301,-0.146847411,-0.422577128,13,0.422577128,8,1,1,0,5
KVY_2019_France,-0.443114109,2.154520025,1.505954433,0.174110748,-0.439079758,-1.980626082,-0.420076491,-0.20806632,,-1.436762234,19,-0.591607979,14,0,1,0,5
ALB_2019_France,0.017922849,1.218078315,0.995005608,0.595032383,0.36262482,0.25505993,-0.343371525,0.024847855,0.245337216,-0.084515426,11,-0.76063883,15,0,1,0,-4
MAG_2019_France,-0.885300724,-0.654805106,-1.048789694,-0.342280745,-0.764345671,-0.580624571,-0.998195137,-0.117989015,-0.268702665,-0.76063883,15,-1.098700532,17,0,1,0,-2
STR_2019_France,-0.77847104,0.147859217,-0.537840869,0.282253984,-1.371277803,-0.352421141,-0.461076511,-0.296856807,-0.836571809,-1.098700532,17,-0.422577128,13,0,1,0,4
LEC_2019_France,1.465649257,-0.387250331,0.484056782,0.597963907,1.754911645,1.360873607,1.182049786,1.036930722,0.613269099,1.267731383,3,1.267731383,3,1,1,1,0
PER_2019_France,-0.819540233,-0.119695557,-1.048789694,0.356799427,-0.678776186,-0.645193759,-0.756717899,-0.176539263,-0.686323098,-0.591607979,14,-0.253546277,12,0,1,0,2
GAS_2019_France,0.064915963,-0.521027719,-0.537840869,-0.229634554,0.469688543,-0.044965666,-0.117448554,0.397381854,0.68129509,0.253546277,9,0.084515426,10,1,1,0,-1
GRO_2019_France,-0.913211181,-2.126356365,-2.581636171,-1.552182004,-0.629879338,-0.869564313,-0.561646062,-0.108337875,,-0.929669681,16,-1.605793085,20,0,0,0,-4
RAI_2019_France,-0.051172958,0.549191379,-0.026892043,-1.648999891,-0.373374618,-0.136600842,-0.024784836,0.176049047,0.10396146,-0.253546277,12,0.591607979,7,1,1,0,5
VET_2019_France,1.273993021,-0.788582493,0.484056782,0.799305706,0.967213976,1.488242964,1.246583447,1.018915261,0.523948014,0.591607979,7,0.929669681,5,1,1,1,2
NOR_2019_France,0.004581584,-0.253472944,2.016903259,0.419208972,0.376631728,0.080103966,-0.26195983,0.361994341,-0.809952942,0.929669681,5,0.253546277,9,1,1,0,-4
KUB_2019_France,-2.301266955,1.619410477,0.484056782,-0.346708312,-2.022369901,-2.066158143,-2.301388995,-1.08438982,,-1.267731383,18,-1.267731383,18,0,1,0,0
GIO_2019_France,-0.366186117,0.549191379,-0.026892043,-0.358542024,-0.756399933,0.070374363,-0.49428101,0.029351721,0.240013443,0.084515426,10,-0.929669681,16,0,1,0,-6
RIC_2021_France,0.137079075,0.207178283,0.176332406,0.095534109,0.088333696,-0.338442732,0.341331881,0.258342856,0.095489321,0.084515426,10,0.76063883,6,1,1,1,4
SAI_2021_France,0.43025885,1.61303092,1.851490263,0.954545047,0.653174526,0.642161599,0.111534469,0.686648119,0.143233982,0.929669681,5,-0.084515426,11,0,1,0,-6
MSC_2021_France,-1.425840866,-2.885697518,-1.498825451,-0.011817151,-1.872646628,-1.244511816,-1.174325457,-0.79267573,-1.571970433,-0.76063883,15,-1.436762234,19,0,1,0,-4
HAM_2021_France,1.044748364,-0.073992244,-0.242457058,0.536413558,1.296070878,0.685834594,0.938823781,0.632730258,1.440447405,1.436762234,2,1.436762234,2,1,1,1,0
VER_2021_France,2.110546287,-1.198674354,0.176332406,0.954709909,1.268978438,2.466722312,2.281946839,1.36631693,0.906247711,1.605793085,1,1.605793085,1,1,1,1,0
OCO_2021_France,0.081911572,0.769519338,-0.661246523,-0.29993899,-0.102338525,0.333539096,0.027362318,0.317576563,0.627887331,-0.084515426,11,-0.591607979,14,0,1,0,-3
TSU_2021_France,-0.099977324,0.207178283,-0.661246523,-1.386491091,0.117915718,-0.807781859,-0.177667627,0.151266541,-0.26124437,1.774823936,0,-0.422577128,13,0,1,0,-13
STR_2021_France,-0.859258774,0.207178283,-1.080035987,-0.768084115,-0.967978694,-0.819427991,-0.794433459,0.036596161,0.23061572,-1.436762234,19,0.084515426,10,1,1,0,9
LEC_2021_France,0.287560729,0.488348811,1.432700799,0.036783714,0.36138159,0.42816392,0.107810036,0.21201906,-0.813460917,0.591607979,7,-0.929669681,16,0,1,0,-9
ALO_2021_France,0.204263262,-0.073992244,-0.242457058,-0.393069426,0.325575631,0.048208857,0.142447247,0.360862733,,0.253546277,9,0.422577128,8,1,1,0,1
PER_2021_France,0.917526276,0.769519338,0.176332406,-0.520702757,0.334655262,0.842086872,1.214897257,0.653993639,0.687342946,1.098700532,4,1.267731383,3,1,1,1,1
GAS_2021_France,0.286195197,-0.073992244,-0.661246523,0.46009975,0.900228317,0.158847113,-0.108393204,0.297831994,0.61077132,0.76063883,6,0.591607979,7,1,1,0,-1
MAZ_2021_France,-1.900477118,-0.636333299,-1.498825451,-1.09482839,-1.699474659,-2.061682089,-1.863345255,-1.17161957,-1.514316503,-1.267731383,18,-1.605793085,20,0,1,0,-2
RAI_2021_France,-0.854570447,0.488348811,1.013911335,0.763399171,-0.292132073,-0.849707935,-0.099594235,-0.173759438,0.042339605,-1.098700532,17,-1.098700532,17,0,1,0,0
LAT_2021_France,-0.853204915,0.207178283,-0.661246523,0.223204689,-1.266581352,-0.116001607,-0.929630317,-0.3681675,-1.748535593,-0.929669681,16,-1.267731383,18,0,1,0,-2
VET_2021_France,-1.019253637,-0.917503826,-0.661246523,-0.569413848,-1.030218092,-0.236150869,-1.361943684,-0.076555407,0.397271611,-0.253546277,12,0.253546277,9,1,1,0,3
NOR_2021_France,0.305585755,-0.917503826,0.59512187,-0.910187437,0.392354842,-0.429282563,0.536305863,0.579571803,0.388263184,0.422577128,8,0.929669681,5,1,1,1,3
BOT_2021_France,1.464649532,1.050689865,1.013911335,0.888789135,1.679392337,1.336562231,1.241899382,0.79904028,1.808892051,1.267731383,3,1.098700532,4,1,1,1,-1
GIO_2021_France,-0.257741817,0.769519338,1.432700799,1.041054123,-0.186691213,-0.039137134,-0.435025833,0.062415981,-0.201788755,-0.422577128,13,-0.76063883,15,0,1,0,-2
VER_2022_France,2.084233192,-0.721454488,0.091421636,0.94321077,1.862065319,2.392957733,1.747250133,1.73778591,2.046197434,1.436762234,2,1.605793085,1,1,1,1,1
SAI_2022_France,2.134796493,-0.945354156,1.188481262,0.972392342,1.986937861,1.518270403,2.60165002,1.447732685,,-1.436762234,19,0.929669681,5,1,1,1,14
MSC_2022_France,-0.778504929,-2.064852499,-1.005637991,0.670011771,-0.466868203,-0.649893949,-1.32018552,-0.480268166,-0.56668465,-1.098700532,17,-0.76063883,15,0,1,0,2
OCO_2022_France,-0.415254152,0.398043855,-0.457108178,0.173776763,-0.335125649,-0.351970143,-0.283091431,-0.366521803,0.585849323,0.084515426,10,0.422577128,8,1,1,0,2
ZHO_2022_France,-0.671340918,0.621943524,2.285540888,-0.184142193,-0.713380339,-0.556947375,-0.441426408,-0.126516977,-0.62417867,-0.929669681,16,-0.929669681,16,0,0,0,0
ALB_2022_France,-0.350050135,0.174144187,-1.005637991,-0.793826229,-0.279680626,0.095021588,-0.552139095,0.275007684,0.012678169,-0.422577128,13,-0.422577128,13,0,1,0,0
TSU_2022_France,0.148639853,1.965341535,-1.005637991,-1.338086053,-0.358564506,0.399518802,0.39933231,0.055477203,-0.199607444,0.422577128,8,-1.605793085,20,0,0,0,-12
MAG_2022_France,-0.000685397,1.965341535,-1.005637991,-0.714878762,-0.037694613,-0.799385965,0.577398261,-0.145853859,-0.234103856,-1.605793085,20,-1.267731383,18,0,0,0,2
STR_2022_France,-0.93447133,-0.049755482,0.091421636,0.473450778,-0.965550132,-0.942870027,-0.555914774,-0.429082303,0.505357695,-0.76063883,15,0.084515426,10,1,1,0,5
LEC_2022_France,1.544891318,0.621943524,0.639951449,0.30328812,1.765481059,-0.038142931,0.380697501,1.332848859,0.830862301,1.605793085,1,-1.436762234,19,0,0,0,-18
ALO_2022_France,-0.40641366,0.174144187,-0.457108178,-0.274003213,-0.172439185,-0.385291562,-0.355560133,0.335293256,0.980346753,0.591607979,7,0.76063883,6,1,1,1,1
PER_2022_France,0.079813389,-0.049755482,-0.457108178,-0.041048545,-0.469292912,2.005974854,-0.706333001,0.576435545,1.606589311,1.267731383,3,1.098700532,4,1,1,1,-1
GAS_2022_France,0.046003899,0.398043855,-0.457108178,-0.347844858,0.275092919,0.103503405,-0.018672025,-0.078743505,0.078132899,-0.591607979,14,-0.253546277,12,0,1,0,2
LAT_2022_France,-0.701276406,-0.049755482,-1.554167804,-0.624395308,-1.501006825,-0.325464467,-0.119884613,-0.046894523,-1.699759108,-1.267731383,18,-1.098700532,17,0,0,0,1
VET_2022_France,-1.303256399,-0.497554819,0.639951449,1.320238308,-0.901699445,-0.951351844,-1.489482146,-0.705485964,0.517741022,-0.253546277,12,-0.084515426,11,0,1,0,1
NOR_2022_France,0.19678819,-1.393153494,0.639951449,-0.113402537,0.706691219,-0.233224712,0.305792878,0.219271966,-0.175725313,0.929669681,5,0.591607979,7,1,1,0,-2
RIC_2022_France,-0.983147941,-0.049755482,0.639951449,-0.354930467,-0.706914448,-1.055960916,-0.771189443,0.013391049,-0.019164673,0.253546277,9,0.253546277,9,1,1,0,0
RUS_2022_France,0.309234933,-0.497554819,1.188481262,-0.069810688,0.311948504,-0.224742895,0.601757486,0.578710473,0.275381614,0.76063883,6,1.267731383,3,1,1,1,3
RIC_2019_Germany,-0.90617357,0.309321903,0.058586317,0.566799568,-1.025020428,-0.945928711,-0.694092858,-0.374987293,-0.4658374,-0.422577128,13,-1.436762234,19,0,0,0,-6
BOT_2019_Germany,-0.235937551,0.759244672,-0.72256457,0.098145947,0.05584757,-0.084273494,0.655528837,0.702221434,0.546838643,1.267731383,3,-0.76063883,15,0,0,0,-12
RUS_2019_Germany,-2.628390296,-1.827811248,-0.331989127,0.219096814,-2.823085046,-2.504220149,-2.669551979,-2.710878356,,-1.098700532,17,-0.084515426,11,0,1,0,6
SAI_2019_Germany,0.244221238,0.984206056,0.839737203,1.30119831,0.059514844,0.265893968,0.136307505,0.225271566,1.139207047,0.591607979,7,0.929669681,5,1,1,1,2
HAM_2019_Germany,0.204165499,1.096686749,-0.72256457,-0.275906074,0.903599156,0.350892977,0.050995196,0.815060793,1.048468534,1.605793085,1,0.253546277,9,1,1,0,-8
VER_2019_Germany,0.992678463,-1.265407787,0.058586317,-0.289864991,0.754157726,0.93984008,0.947386741,1.100067422,1.687062218,1.436762234,2,1.605793085,1,1,1,1,1
HUL_2019_Germany,-0.7095404,-0.703004326,-0.72256457,0.589559047,-0.214186068,-0.905065171,-0.50873928,-0.002733737,,0.253546277,9,-0.929669681,16,0,0,0,-7
KVY_2019_Germany,-0.266676955,1.884051594,0.44916176,-1.006545659,-0.28184728,-0.403073121,-0.258006809,-0.317985967,,-0.591607979,14,1.267731383,3,1,1,1,11
ALB_2019_Germany,0.038241728,1.209167441,0.44916176,-0.48819436,0.702946862,-0.457842355,0.260339827,-0.070204694,-0.356266366,-0.929669681,16,0.76063883,6,1,1,1,10
MAG_2019_Germany,0.669772202,-0.590523634,-0.72256457,-0.384177063,0.702632521,0.461142735,0.640588978,0.698731557,-0.49579823,-0.253546277,12,0.422577128,8,1,1,0,4
STR_2019_Germany,0.312240982,-0.028120173,-1.113140014,-0.217884415,0.399715659,0.461996282,-0.130895549,-0.207473193,0.092290056,-0.76063883,15,1.098700532,4,1,1,1,11
LEC_2019_Germany,1.452344314,0.309321903,2.792614421,0.661827149,0.779828647,1.496601364,1.529877968,1.295500539,,0.084515426,10,-1.098700532,17,0,0,0,-7
PER_2019_Germany,0.461302337,-0.478042942,-1.503715457,0.638778683,0.475261511,0.576371516,0.092957422,0.02053211,-0.261247734,0.422577128,8,-1.605793085,20,0,0,0,-12
GAS_2019_Germany,0.36513856,-1.94029194,-1.113140014,-0.847736294,-0.017497918,0.470033846,0.282440554,0.197352549,1.265898555,1.098700532,4,-0.591607979,14,0,0,0,-10
GRO_2019_Germany,0.303554737,0.534283288,-0.72256457,-0.551823753,0.404849844,-0.002439721,0.43204324,0.134534762,-1.06419797,0.76063883,6,0.591607979,7,1,1,0,-1
RAI_2019_Germany,0.556716006,0.421802596,0.44916176,-0.251303814,0.521591413,0.753126777,0.118755213,0.165943655,0.104274388,0.929669681,5,-0.253546277,12,0,1,0,-7
VET_2019_Germany,1.137299181,-0.703004326,1.230312647,-0.338264084,0.64780677,1.157850087,1.149646308,0.988391355,0.423571229,-1.605793085,20,1.436762234,2,1,1,1,18
NOR_2019_Germany,0.026360026,-0.36556225,0.839737203,1.524329878,0.481862605,0.023273368,0.268561995,-0.072531279,-0.271520019,-1.436762234,19,-1.267731383,18,0,0,0,1
KUB_2019_Germany,-2.195978348,-0.028120173,0.058586317,-0.268472714,-2.312142046,-2.064643689,-2.280031016,-2.380503325,-1.832051233,-1.267731383,18,0.084515426,10,1,1,0,8
GIO_2019_Germany,0.178661845,0.421802596,0.44916176,-0.679562174,-0.215836341,0.410463411,-0.024112293,-0.2063099,-1.560691718,-0.084515426,11,-0.422577128,13,0,1,0,-2
RIC_2019_Hungary,-0.762582378,-0.544932403,-0.902052592,0.13153718,-0.775470639,-0.162309634,-1.474487303,-0.851916363,,-1.605793085,20,-0.591607979,14,0,1,0,6
